Date_Second, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Label
13:30:47,143966877395,30928,3160,112.0,0.0,56.0,28.0,32.666666666666664,10.898985218261323,0.0,0.0,0.0,0.0,56000000.66758442,,11748620018.70527,16029511066.089357,43002935234.0,37221.0,143966817026.0,12735940232.245026,16396208692.660007,43002900032.0,41734.0,8604113792.0,2520831612.177778,4343383450.752356,7965104465.0,5604.0,0,0,0,0,618560,63200,6749732958.057468,14427518.936446302,28.0,56.0,31.733333333333334,9.852241707685955,97.06666666666668,0,1,0,0,7053,1,0,0,599.0,46.0,32.666666666666664,0.0,1
13:30:48,123914733868,28266,2992,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,57191489.36170213,,9984239868.830008,13655201079.302269,36924900522.0,34219.0,123914672516.0,10894508990.473553,13997327167.86001,36924862692.0,38164.0,9246105041.0,2650428128.9365077,4547102789.71436,8397236354.0,5375.0,0,0,0,0,565320,59840,6730204244.890556,14368031.41955591,56.0,56.0,56.0,0.0,0.0,0,2,0,0,6810,2,0,0,597.0,84.0,56.0,0.0,1
13:30:49,119178840829,27322,2860,168.0,0.0,84.0,56.0,58.8,8.618218157515296,0.0,0.0,0.0,0.0,,,9900959252.384266,13588972056.172195,36541270279.0,35435.0,119178780994.0,10816322805.594833,13938616601.028793,36541232868.0,38574.0,7361852481.0,2246813175.336508,3888238497.122545,6977919244.0,4520.0,0,0,0,0,546440,57200,6698712782.552727,13802669.777389148,56.0,84.0,58.074074074074076,7.472647177570733,55.84045584045585,0,2,0,0,6724,2,0,0,577.0,86.15384615384616,58.8,0.0,1
13:30:50,99012772765,24642,2452,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,8322109878.471449,11400583574.811895,30523374820.0,38181.0,99012719111.0,9043595034.513313,11672335217.274595,30523339141.0,41504.0,5553422463.0,1623506636.8857143,2796517337.110423,5118090575.0,4642.0,0,0,0,0,492840,49040,6723555224.459105,14768887.222126305,28.0,28.0,28.0,0.0,0.0,0,1,0,0,6601,1,0,0,553.0,42.0,28.0,0.0,1
13:30:51,87196046578,23008,2402,1792.0,0.0,896.0,868.0,871.1111111111111,9.054663334689764,0.0,0.0,0.0,0.0,,,7320369590.05225,10042468433.01735,26828573751.0,36644.0,87195988959.0,8007212655.936564,10313773041.049559,26828533331.0,39998.0,4912842778.0,1450185430.5714285,2500713056.6726837,4562475636.0,4691.0,0,0,0,0,460160,48040,6660691689.221098,14599951.696588911,868.0,896.0,870.4347826086956,8.066913834560852,65.07509881422926,0,1,0,0,6421,1,0,0,583.0,1304.5454545454545,871.1111111111111,0.0,1
13:30:52,73445059587,21338,2310,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,112000000.0,,6302627896.824244,8772631886.36732,23376397572.0,35811.0,73445000262.0,6880688427.008385,9000747070.482096,23376356699.0,40540.0,5550967742.0,1657433559.9238095,2869308882.0547614,5219069835.0,3929.0,0,0,0,0,426760,46200,6891669564.941411,15868986.36728275,56.0,56.0,56.0,0.0,0.0,0,2,0,0,6360,2,0,0,612.0,84.0,56.0,0.0,1
13:30:53,68869309665,20960,2191,2046.0,4290.0,581.0,56.0,216.50000000000003,241.9276904372095,1073.0,0.0,476.66666666666674,565.2572423242358,112001156.64084798,,6189498594.521488,8637088522.566738,22491898972.0,35736.0,68864245569.0,6716342965.308128,8842071689.474737,22487182241.0,40998.0,3758516623.0,1051689692.0952381,1814627343.6994045,3401442625.0,4524.0,0,0,0,0,419360,43944,6913814401.007603,14569592.667572407,56.0,1157.0,339.6577540106952,432.2415444829421,178966.9034886682,0,2,0,0,6443,2,0,0,612.0,381.2142857142857,216.5,476.66666666666674,1
13:30:54,55888474924,19492,2012,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,112000000.0,,5151140244.343647,7259046785.777819,18848261228.0,37192.0,55888418646.0,5608950682.091582,7449998474.705973,18848220752.0,41624.0,3612806330.0,1037290381.0666666,1797925551.6320288,3322925998.0,3860.0,0,0,0,0,389840,40240,7169308077.454492,15223498.845449414,56.0,56.0,56.0,0.0,0.0,0,2,0,0,6442,2,0,0,593.0,84.0,56.0,0.0,1
13:30:55,51928595710,18744,1858,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,4713592265.460676,6582611799.591146,17102084388.0,34777.0,51928545147.0,5131109942.176776,6738602394.552908,17102047581.0,38914.0,3222055627.0,947596363.5333333,1620551770.2446525,2942498548.0,3375.0,0,0,0,0,374880,37160,7197640429.372662,14183242.828275828,28.0,28.0,28.0,0.0,0.0,0,2,0,0,6282,2,0,0,546.0,42.0,28.0,0.0,1
13:30:56,44836145621,17842,1678,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,112000000.0,,4064481335.541088,5655227214.672802,14677165991.0,35819.0,44836098614.0,4407447394.514991,5786777562.396072,14677130625.0,38546.0,2742705421.0,810127591.463492,1386969119.115552,2503053062.0,3058.0,0,0,0,0,356840,33560,7329030317.589116,14724936.508350413,56.0,56.0,56.0,0.0,0.0,0,2,0,0,6212,2,0,0,508.0,84.0,56.0,0.0,1
13:30:57,39213744945,16970,1766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3615119860.5637784,5045218151.060897,13045110401.0,37295.0,39213691414.0,3949703697.069439,5185947580.354365,13045068494.0,40614.0,2152916845.0,610852949.7111112,1047361948.4872875,1933872752.0,3303.0,0,0,0,0,339400,35320,7113055807.488825,16418574.517022878,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6149,0,0,0,588.0,0.0,0.0,0.0,1
13:30:58,34351691271,16424,1697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,3174916662.874901,4421165797.209458,11471264159.0,37903.0,34351637184.0,3458223114.3153734,4535276650.303117,11471221186.0,41463.0,1843057788.0,562175391.2,976335190.9454769,1766950727.0,3780.0,0,0,0,0,328504,33976,7319176251.668291,16210492.729171017,0.0,0.0,0.0,0.0,0.0,0,0,0,0,6169,2,2,0,602.0,0.0,0.0,0.0,1
13:30:59,27642640953,15522,1584,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,,,2694826832.930095,3736748805.702248,9515481901.0,37184.0,27642586513.0,2903263439.3584414,3821998550.1145744,9515438400.0,41712.0,1535999565.0,448484175.75555557,767709278.6713179,1386794568.0,3246.0,0,0,0,0,310440,31680,7234690185.137349,14671716.76772871,56.0,56.0,56.0,0.0,0.0,0,2,0,0,6139,2,0,0,607.0,84.0,56.0,0.0,1
13:31:00,25361108847,14914,1536,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,84000000.0,,2477976832.4415226,3475278754.3067484,8958715749.0,33563.0,25361056120.0,2680105148.316972,3557188521.2379766,8958674103.0,37911.0,940448995.0,295076735.26666665,512737514.49890476,912721099.0,3897.0,0,0,0,0,298280,30720,7272503446.924949,16180512.079268103,56.0,56.0,56.0,0.0,0.0,0,2,0,0,5980,2,0,0,599.0,84.0,56.0,0.0,1
13:31:01,21389716392,14336,1438,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,2092301958.9010127,2895162069.525301,7320046977.0,37645.0,21389664009.0,2254963430.9971585,2963826038.4810104,7320003941.0,40838.0,1140051241.0,345835763.6666667,585878218.1749245,1047078482.0,3490.0,0,0,0,0,286720,28760,7232548211.367751,13609395.269187326,28.0,28.0,28.0,0.0,0.0,0,1,0,0,5929,1,0,0,579.0,42.0,28.0,0.0,1
13:31:02,20155392571,14540,1562,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,1994024666.406375,2827349442.928149,7215170698.0,38373.0,20155337164.0,2171786799.80575,2904653200.1062517,7215125586.0,42267.0,1051958130.0,319890959.0095238,557245451.3306415,1010644581.0,3960.0,0,0,0,0,290800,31240,7401523795.454883,14961698.826259604,28.0,28.0,28.0,0.0,0.0,0,1,0,0,6060,1,0,0,632.0,42.0,28.0,0.0,1
13:31:03,16855319076,14415,1459,2132.0,4290.0,587.0,28.0,201.0,256.67382910116595,1073.0,0.0,476.66666666666674,565.2572423242358,56001063.919928245,,1808210969.1956565,2609578616.303867,6363613982.0,39095.0,16850261603.0,1961006545.1337106,2671847976.2032685,6359530727.0,42693.0,525916515.0,137887586.70119047,234675068.80842033,444716553.0,3515.0,0,0,0,0,288584,29384,7351480404.055583,14082263.460923128,28.0,1101.0,317.3636363636363,427.772808576674,182989.57575757572,0,1,0,0,6158,1,0,0,597.0,345.1428571428572,201.0,476.66666666666674,1
13:31:04,19400510310,14466,1492,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,112000000.0,,2052313528.1955862,2978423556.046357,7438223746.0,38605.0,19400455813.0,2252184061.6057496,3077027250.1390095,7438178778.0,42360.0,932050963.0,283467364.40952384,486399635.8458977,868991024.0,3730.0,0,0,0,0,289320,29840,7061878401.954249,13813728.161644533,56.0,56.0,56.0,0.0,0.0,0,2,0,0,6046,2,0,0,605.0,84.0,56.0,0.0,1
13:31:05,13531371341,13754,1336,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,2334346.5045592706,,1575880356.2310221,2280504222.4362826,5445453568.0,40409.0,13531320097.0,1685628276.6992786,2326167488.1456027,5445410747.0,44189.0,612505135.0,185588862.6,314776820.83419394,562827975.0,2700.0,0,0,0,0,275080,26720,7375530156.68187,14365319.219531346,56.0,56.0,56.0,0.0,0.0,0,2,0,0,6054,2,0,0,582.0,84.0,56.0,0.0,1
13:31:06,12590508745,13348,1318,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,1395777475.3058696,1973080433.3032122,4792376560.0,37192.0,12590457359.0,1495384298.6594071,2017859369.7404037,4792332252.0,40486.0,337494754.0,107405381.6,185083312.90756732,327512927.0,2813.0,0,0,0,0,266960,26360,7230138155.01165,14462573.672398057,28.0,28.0,28.0,0.0,0.0,0,1,0,0,5894,1,0,0,581.0,42.0,28.0,0.0,1
13:31:07,9622952724,13024,1328,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,,,1057486393.7839625,1513279100.9609802,3738345549.0,36586.0,9622899954.0,1154660363.786125,1556069760.6193683,3738300598.0,40486.0,386325588.0,124118330.26666667,213708377.03197628,376052080.0,2848.0,0,0,0,0,260520,26560,7408247500.542035,14306911.88432015,56.0,56.0,56.0,0.0,0.0,0,2,0,0,5910,2,0,0,591.0,84.0,56.0,0.0,1
13:31:08,8573020984,12838,1236,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,966186008.1610334,1357375722.6737235,3307635504.0,38685.0,8572972338.0,1028602576.8359641,1382894213.3751614,3307592923.0,41708.0,225977316.0,52298147.42222223,87556024.59130254,167257870.0,2567.0,0,0,0,0,256760,24720,7287476378.694509,15565232.409267,28.0,28.0,28.0,0.0,0.0,0,1,0,0,5869,1,0,0,566.0,42.0,28.0,0.0,1
13:31:09,8497209646,13078,1301,112.0,0.0,56.0,56.0,56.0,0.0,0.0,0.0,0.0,0.0,,,889726652.4098138,1246296926.1073792,3113942401.0,39505.0,8497157825.0,966879487.3436563,1279210930.4269793,3113897914.0,42407.0,500125277.0,134552741.41904762,229753165.13631594,426747918.0,3262.0,0,0,0,0,261584,26056,7318919997.350336,14683859.965997363,56.0,56.0,56.0,0.0,0.0,0,2,0,0,5981,4,2,0,583.0,84.0,56.0,0.0,1
13:31:10,7364568757,12436,1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,788427512.3943337,1119998940.2392871,2808026645.0,37249.0,7364519713.0,857475598.9468532,1149447982.486872,2807984612.0,40881.0,253974255.0,75580993.80000001,125972686.19574761,220623280.0,2317.0,0,0,0,0,248720,24080,7235508729.143881,14093412.921028195,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5766,0,0,0,553.0,0.0,0.0,0.0,1
13:31:11,6763750079,12364,1186,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,805818286.7786736,1147341779.2754393,2737073240.0,36707.0,6763700779.0,856511190.7563325,1170300728.8129714,2737031019.0,40190.0,324029742.0,87228392.4,145270140.5441992,269523006.0,2536.0,0,0,0,0,247280,23720,7266007777.649407,13353822.65814283,28.0,28.0,28.0,0.0,0.0,0,1,0,0,5777,1,0,0,551.0,42.0,28.0,0.0,1
13:31:12,5896047309,12558,1414,56.0,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,56000000.0,,741090391.1126926,1095767520.516903,2528380510.0,37788.0,5895989397.0,801135730.628194,1122563031.5589974,2528330587.0,41926.0,201507868.0,67171070.66666666,116339020.84298927,201507800.0,2677.0,0,0,0,0,251160,28280,7260559895.587126,16335516.86866821,28.0,28.0,28.0,0.0,0.0,0,2,0,0,5910,2,0,0,659.0,42.0,28.0,0.0,1
13:31:13,5850094465,12524,1478,3984.0,0.0,1992.0,1992.0,1992.0,0.0,0.0,0.0,0.0,0.0,1776000000.0,,822490070.5616828,1258954171.1234257,2788304870.0,37809.0,5850032660.0,885324866.9204129,1289404745.537231,2788251965.0,42465.0,230961758.0,76989451.33333333,133343877.95995972,230961699.0,3300.0,0,0,0,0,250480,29560,6906121751.544866,18095342.64825358,1992.0,1992.0,1992.0,0.0,0.0,0,0,0,0,5852,0,0,0,697.0,2988.0,1992.0,0.0,1
13:31:14,4359193570,12928,1472,3984.0,0.0,1992.0,1992.0,1992.0,0.0,0.0,0.0,0.0,0.0,1992000000.0,,622644614.2301542,979510706.0725526,2195960050.0,38495.0,4359132552.0,679568731.9625708,1007968093.3793671,2195907702.0,42827.0,247766665.0,73405496.33333334,124323027.84079108,226255391.0,2643.0,0,0,0,0,258560,29440,7406904408.191937,18074811.602258783,1992.0,1992.0,1992.0,0.0,0.0,0,0,0,0,6122,0,0,0,695.0,2988.0,1992.0,0.0,1
13:31:15,3925731941,12412,1426,3984.0,0.0,1992.0,1992.0,1992.0,0.0,0.0,0.0,0.0,0.0,1992000000.0,,548859280.099742,827470408.5176096,1825961524.0,39239.0,3925673384.0,593049727.1702964,848222516.0968308,1825911155.0,44052.0,182638035.0,60881567.66666667,105444138.65324987,182637971.0,3339.0,0,0,0,0,248240,28520,7107700117.688372,17214756.458207563,1992.0,1992.0,1992.0,0.0,0.0,0,0,0,0,5900,0,0,0,682.0,2988.0,1992.0,0.0,1
13:31:16,3275177183,12378,1448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,434055593.47099566,637655327.6367658,1430219672.0,39563.0,3275114534.0,468886936.5875902,656997199.1456575,1430165145.0,43315.0,17906494.0,5971175.333333333,10336250.685620926,17906436.0,3520.0,0,0,0,0,247560,28960,7166444620.713289,17332315.695202455,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5936,0,0,0,700.0,0.0,0.0,0.0,1
13:31:17,3193979671,12410,1512,3984.0,0.0,1992.0,1992.0,1992.0,0.0,0.0,0.0,0.0,0.0,2512000000.0,,433569714.69953966,659185685.0688531,1480490948.0,37543.0,3193916808.0,473708251.1053391,681610748.8246943,1480436636.0,42401.0,123718958.0,38465876.66666667,65652377.05402659,116913114.0,3249.0,0,0,0,0,248200,30240,7224462943.34677,19734661.525511272,1992.0,1992.0,1992.0,0.0,0.0,0,0,0,0,5958,0,0,0,727.0,2988.0,1992.0,0.0,1
13:31:18,3101567741,11990,1378,3984.0,0.0,1992.0,1992.0,1992.0,0.0,0.0,0.0,0.0,0.0,2512000000.0,,413361401.82202244,600252641.5793827,1425787906.0,37411.0,3101510090.0,429375966.9194805,607039603.2841905,1425738172.0,42152.0,40090304.0,13366043.333333334,23143886.325289514,40090301.0,3914.0,0,0,0,0,239800,27560,6948535958.934485,17752541.21342491,1992.0,1992.0,1992.0,0.0,0.0,0,0,0,0,5767,0,0,0,675.0,2988.0,1992.0,0.0,1
13:31:19,2945252358,12122,1538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,365524626.8519924,529551533.6328184,1256859291.0,35931.0,2945187710.0,398562207.24155843,547044187.076761,1256802529.0,40606.0,3335.0,3281.0,40.129004259046155,3327.0,3257.0,0,0,0,0,242440,30760,7085250189.112295,19063025.855540596,0.0,0.0,0.0,0.0,0.0,0,0,0,0,5843,0,0,0,744.0,0.0,0.0,0.0,1
