,Date_Second, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Label
540,09:42:27,779,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247323.95535863668,654.5,166.17009357883865,772.0,537.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,192,288,88456.26860142882,158867.68675720788,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,9.0,0.0,0.0,0.0,1
585,09:44:58,753,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130047.24810381488,589.5,222.73863607376248,747.0,432.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,192,288,50475.41074495451,79571.83735886037,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,9.0,0.0,0.0,0.0,1
591,09:45:39,27791725,36,27,3586.0,8580.0,952.0,0.0,298.8333333333333,442.68133076466773,2146.0,0.0,953.3333333333335,1130.5144846484716,2036.5912400293794,4865.326952682763,3368051.616666666,8829293.177693116,25783884.0,12.0,17368084.0,4022669.7045454546,8279198.836973843,17348932.0,9.0,12016868.0,1502366.375,3519273.880917946,10010113.0,14.0,0,0,0,0,1216,928,1220.385482490894,3644.9414701918686,0.0,2146.0,553.0,842.8005229362122,355168.8658008658,0,0,0,0,4,2,2,0,5.0,579.3333333333333,298.8333333333333,953.3333333333335,1
594,09:45:43,2586805,19,17,1730.0,4290.0,460.0,0.0,133.0769230769231,208.37204768492884,1073.0,0.0,536.25,573.2754884994523,2327.971779722824,122149.29732759242,130006.1,438420.4874467518,1887943.0,565.0,2585942.0,215495.16666666663,558056.3742218218,1887088.0,2.0,698585.0,99804.71428571428,242525.49269902485,648176.0,10.0,0,0,0,0,624,560,46380.37216668929,75768.9251609031,0.0,1073.0,273.6363636363636,420.0331671092909,176427.86147186146,0,0,0,0,1,6,6,0,9.0,286.6666666666667,133.0769230769231,536.25,1
595,09:45:45,789,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137556.1907239285,644.0,193.74725804511405,781.0,507.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,8.0,0,0,0,0,192,288,52109.79598892349,85446.394735005,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,9.0,0.0,0.0,0.0,1
612,09:46:30,793,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131565.04561650642,638.0,207.88939366884495,785.0,491.0,0.0,0.0,0.0,0.0,0.0,70.0,70.0,0.0,70.0,70.0,0,0,0,0,192,288,50164.554309378254,81400.49130712819,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,9.0,0.0,0.0,0.0,1
759,09:52:58,112341,6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47656.546402937485,55958.666666666664,78920.76222665302,112149.0,182.0,0.0,0.0,0.0,0.0,0.0,1607.0,807.5,1123.5926753054237,1602.0,13.0,0,0,0,0,192,416,17103.317359226498,30553.229043711,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,13.0,0.0,0.0,0.0,1
810,09:55:18,8584240,33,41,2424.0,7124.0,939.0,0.0,192.65476190476193,357.7394638840312,3121.0,0.0,1139.3214285714287,1417.9595819789167,9747273.697319603,124853.54757613334,439314.91774891765,1554626.7121133977,6326327.0,194.0,3578674.0,179197.3214285714,367626.6401101381,1630835.0,3.0,8318730.0,978579.2826086958,2331849.5438470617,6325828.0,8.0,0,0,0,0,1088,1344,31946.840612319298,92906.70696381402,0.0,3121.0,717.9086956521738,1184.8441160411794,537025.8434782608,0,0,0,0,2,4,4,0,11.0,840.2666666666667,192.6547619047619,1139.3214285714284,1
854,09:56:52,577705,22,18,1954.0,4292.0,977.0,0.0,217.1111111111111,430.8165051516842,2146.0,0.0,715.3333333333333,1108.1896347948154,21734.28049452138,94054.8598619009,41637.21428571429,153725.20871530706,575418.0,330.0,577209.0,72151.125,203152.9792847895,574928.0,4.0,1738.0,352.4,478.9843425599382,1004.0,11.0,0,0,0,0,736,608,35554.11662534434,58500.74323655656,0.0,2146.0,390.375,760.7637422560356,289380.7833333333,0,0,0,0,2,4,4,0,6.0,416.4,217.11111111111114,715.3333333333335,1
970,10:00:59,189020,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84333.4779887514,52684.75,90901.64177774817,188906.0,7166.0,181619.0,90809.5,128418.36963807009,181615.0,4.0,7.0,7.0,0.0,7.0,7.0,0,0,0,0,256,288,33808.519097092925,50524.95889165846,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,7.0,0.0,0.0,0.0,1
1112,10:08:52,211607,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84601.67355027306,105774.5,149208.94788424397,211503.0,289.0,0.0,0.0,0.0,0.0,0.0,923.0,465.5,642.7600640985718,920.0,11.0,0,0,0,0,192,352,32722.5442269161,51879.129323356945,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,11.0,0.0,0.0,0.0,1
1115,10:08:56,40410283,33,22,2690.0,6436.0,938.0,0.0,249.22222222222223,420.277735081549,2146.0,0.0,834.3333333333334,1119.3520597216434,2134.7171336754554,50969.13171056589,5816061.633333333,14901176.556057459,39714755.0,146.0,35405172.0,8408805.420454545,17068886.66429402,35118725.0,9.0,8156259.0,1224354.025,2975144.802859279,7735405.0,13.0,0,0,0,0,1120,768,19461.432806560148,31507.69890400574,0.0,2146.0,466.77272727272725,798.0302782961155,319419.9411255411,0,0,0,0,4,2,2,0,3.0,492.62857142857143,249.22222222222223,834.3333333333335,1
1150,10:09:52,16264167,37,26,3234.0,8582.0,1300.0,0.0,321.1666666666667,579.9724275898527,3219.0,0.0,1192.0,1673.4468771190514,24302.44317824015,38368.01534844653,1996630.9095238098,5362197.558111695,15575619.0,243.0,11258797.0,2639493.6931818184,5409534.452175178,11240395.0,9.0,5692650.0,711711.775,1751111.329409183,5006121.0,12.0,0,0,0,0,1248,896,14245.290494725932,24122.724853720596,0.0,3219.0,641.9545454545454,1171.1375768258995,458100.81688311684,0,0,0,0,4,2,2,0,3.0,679.847619047619,321.1666666666667,1192.0000000000002,1
1154,10:09:57,58843,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108563.95013805242,29460.5,41155.73093460568,58736.0,365.0,0.0,0.0,0.0,0.0,0.0,741.0,374.0,514.7737367038065,738.0,10.0,0,0,0,0,192,352,39771.147552165996,68792.80258588641,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,11.0,0.0,0.0,0.0,1
1155,10:09:58,5018231,14,16,906.0,2146.0,453.0,0.0,113.25,209.69825259848287,1073.0,0.0,306.57142857142856,523.570389136888,608.2817197391803,122654.6938453475,359044.5714285715,1337605.2263611932,5005800.0,506.0,12424.0,1774.857142857143,4347.186961264776,11623.0,2.0,5017323.0,836226.3333333333,2042311.992150824,5005067.0,9.0,0,0,0,0,464,528,47119.69440637745,75534.99943897006,0.0,1073.0,190.75,376.9090960253768,142060.46666666667,0,0,0,0,1,6,6,0,9.0,203.46666666666667,113.25,306.57142857142856,1
1170,10:10:25,402755,16,12,0.0,82.0,0.0,0.0,0.0,0.0,41.0,0.0,20.5,23.67136103677465,300.7949055614044,83933.74438944053,51126.41818181818,111513.45019002279,266002.0,324.0,402229.0,82150.42857142858,140282.20662471012,269058.0,5.0,133225.0,44413.66666666667,76907.67465821166,133219.0,11.0,0,0,0,0,480,384,32463.24547276999,51470.49891667053,0.0,41.0,6.307692307692308,15.39688613207562,237.0641025641025,0,0,0,0,2,4,4,0,6.0,6.833333333333332,0.0,20.5,1
1175,10:10:33,96322,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84825.907476386,48153.666666666664,67684.81285115916,96210.0,304.0,0.0,0.0,0.0,0.0,0.0,829.0,419.0,575.5849198858498,826.0,12.0,0,0,0,0,192,352,32566.518425565657,52259.38905082033,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,11.0,0.0,0.0,0.0,1
1200,10:11:13,719,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131303.4036264933,557.5,219.9102089490163,713.0,402.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,6.0,6.0,0,0,0,0,192,288,51691.46650400142,79611.93712249186,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,9.0,0.0,0.0,0.0,1
1222,10:11:58,17437,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80036.22890343187,8765.333333333332,11978.276063639769,17427.0,351.0,0.0,0.0,0.0,0.0,0.0,752.0,380.0,524.6732316404183,751.0,9.0,0,0,0,0,192,352,30184.021891589822,49852.20701184205,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6,6,0,11.0,0.0,0.0,0.0,1
1223,10:12:01,13861248,32,35,1458.0,2834.0,440.0,0.0,69.42857142857143,127.04155675548508,976.0,0.0,118.08333333333331,275.46970427075,1384.179460866615,1612133.9801448088,1864383.0151515154,4724950.505969234,12971417.0,535.0,13860553.0,2844987.45,5898330.053685856,13106298.0,4.0,3006424.0,130719.82608695651,456701.4086660055,2211166.0,8.0,0,0,0,0,1056,1152,543501.9183434158,1068632.0618013928,0.0,976.0,93.30434782608693,216.20595834786968,46745.01642512076,0,0,0,0,2,6,6,0,10.0,95.37777777777778,69.42857142857143,118.08333333333331,1
1228,10:12:11,5215045,23,23,2688.0,6436.0,940.0,0.0,277.1590909090909,441.05591278304865,3218.0,0.0,1378.904761904762,1696.5846951055746,4198572.295891448,88138.40321801117,371026.5625,1389716.77689521,5212724.0,203.0,209188.0,20969.15714285714,65639.40071643087,207565.0,2.0,5006826.0,834504.7000000002,2043453.8167823346,5005522.0,12.0,0,0,0,0,768,768,25132.00222799703,63006.40099001415,0.0,3218.0,838.161111111111,1327.9467119585217,619308.9006535949,0,0,0,0,2,4,4,0,10.0,970.964705882353,277.1590909090909,1378.904761904762,1
1289,10:16:08,6092615,24,27,2780.0,6436.0,971.0,0.0,286.68181818181813,456.19436306758837,3218.0,0.0,1378.904761904762,1696.5846951055746,3752107.3737957394,60853.63031595017,610180.4148809523,1635906.8590330651,5766227.0,9.0,1086085.0,721443.3571428572,127524.57605809787,1083846.0,680786.0,5009615.0,835039.4666666668,2043737.7731724815,5006421.0,12.0,0,0,0,0,800,872,12319.690812627401,48533.93950332277,0.0,3218.0,843.5083333333332,1331.7817229499205,622151.1519607843,0,0,0,0,2,4,4,0,13.0,976.6431372549021,286.6818181818182,1378.904761904762,1
1442,10:26:31,1512503,11,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50398.993075097525,867734.0714285715,245994.71219646945,1355996.0,736802.0,1454900.0,975612.0,348175.427000528,1374995.0,735970.0,77312.0,25898.5,44721.57260982627,77304.0,10.0,0,0,0,0,376,448,18887.065498046624,31511.9275770509,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7,7,0,10.0,0.0,0.0,0.0,1
1473,10:28:23,2760791,29,32,1426.0,2834.0,440.0,0.0,67.90476190476191,126.7473489907796,976.0,0.0,118.08333333333331,275.46970427075,1625.0164027477272,81601.04541507803,87744.51818181817,416270.7670799473,2493010.0,312.0,2760268.0,177327.59999999998,617685.5720042805,2552446.0,3.0,2605470.0,113288.0,488839.5752142377,2353816.0,8.0,0,0,0,0,896,1016,31665.39752108506,49935.64789399297,0.0,976.0,92.60869565217384,216.2091043679572,46746.37681159419,0,0,0,0,2,4,4,0,7.0,94.66666666666669,67.9047619047619,118.08333333333331,1
1582,10:36:05,777872,14642,0,6400144.0,0.0,81408.0,60888.0,79849.53798419503,5093.49257317828,0.0,0.0,0.0,0.0,11670457948.68585,28994225.575152494,20250.2335328803,52953.429220743405,233731.0,31.0,777872.0,20250.2335328803,52953.429220743405,233731.0,31.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,118564,0,28994225.57515249,0.0,60888.0,81408.0,79936.53232980667,4985.663500099262,293841.7882703984,0,0,0,0,0,0,0,0,0.0,83198.02806232721,79849.53798419503,0.0,1
1583,10:36:06,17451434,156830,8,68609880.0,168.0,976236.0,796312.0,952350.971258688,56028.648917089595,84.0,84.0,84.0,0.0,,,764901.6701703101,1626994.9157557003,5880595.0,499.0,17450842.0,978023.3671400071,1798177.5333506104,5880758.0,499.0,1450637.0,290128.2,427136.4419775021,947274.0,2.0,1,0,0,0,-3035119121426,64,273752695.9522715,8.986000461751914,796312.0,976252.0,954706.6950267047,54275.43915403492,5049089.867055589,0,0,1,0,0,2,0,0,1.0,1004628.0885965874,952350.971258688,84.0,1
1584,10:36:07,18067647,203520,0,89205648.0,0.0,1095960.0,935472.0,1077437.4710097895,46448.36371338884,0.0,0.0,0.0,0.0,,,364087.651461023,757029.0650054042,3977636.0,831.0,18067647.0,364087.651461023,757029.0650054042,3977636.0,831.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,-379387460325,0,311733047.4804133,0.0,935472.0,1095960.0,1079111.3958006175,45117.12295791216,3986398.144897385,0,0,0,0,0,0,0,0,0.0,1129397.984530456,1077437.4710097895,0.0,1
1585,10:36:08,19521317,187754,0,82225552.0,0.0,1165324.0,980212.0,1142521.5118620999,55405.367418370755,0.0,0.0,0.0,0.0,,,746762.0565029923,1469895.2678203175,6286988.0,865.0,19521317.0,746762.0565029923,1469895.2678203175,6286988.0,865.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,2425063,0,345611277.7489481,0.0,980212.0,1165324.0,1144723.8338755434,53795.86144975811,4846786.994561215,0,0,1,0,0,1,0,0,0.0,1214692.0497764717,1142521.5118620999,0.0,1
1586,10:36:09,26191478,206221,8,90350776.0,0.0,1146740.0,959828.0,1123601.0674438528,56192.86358862474,0.0,0.0,0.0,0.0,,,526311.2710101273,1193588.0279742826,6892580.0,870.0,26148349.0,618982.8770707332,1257127.6893710843,6849713.0,872.0,980965.0,196194.6,308889.6906580082,706110.0,4.0,1,0,0,0,-379373468373,64,310864850.92818403,52.64582622225197,959744.0,1146740.0,1125942.2791151963,54593.632221918546,5049849.157913705,0,0,1,0,0,1,0,0,2.0,1191775.28061848,1123601.0674438528,0.0,1
1587,10:36:10,57916130,195642,2,85719728.0,0.0,1169784.0,994968.0,1149407.568257506,51055.21954088856,0.0,0.0,0.0,0.0,,,1862239.2329427877,2869683.5414700774,11506514.0,986.0,57916075.0,1862221.566276121,2869654.6566413026,11506463.0,986.0,3.0,3.0,0.0,3.0,3.0,0,0,0,0,19098623,0,417184696.43726766,35714.28571428572,994968.0,1169784.0,1151355.7168896897,49633.11283883646,4352288.133550348,0,0,0,0,0,0,0,0,1.0,1227462.6774801312,1149407.568257506,0.0,1
1588,10:36:11,50811707,225055,4,98658948.0,52.0,1340292.0,1168232.0,1318749.462656755,52689.31968733449,52.0,0.0,26.0,36.76955262170047,,,2949201.561029924,5089250.018671893,17630625.0,1140.0,50460421.0,2832133.561029924,4886449.383767466,17279383.0,1179.0,3.0,3.0,0.0,3.0,3.0,3,0,0,0,-683325101445,128,507996315.0934813,22.856174982976952,1168112.0,1340292.0,1320882.052779171,51196.89117271102,4698516.560021553,0,0,3,0,0,4,0,0,2.0,1407866.3631637844,1318749.462656755,26.0,1
1589,10:36:12,58964732,241727,0,105921240.0,0.0,1453528.0,1241560.0,1425698.419813611,66147.8712817324,0.0,0.0,0.0,0.0,,,2576718.328018443,4058539.173329372,15317117.0,1000.0,58964732.0,2576718.328018443,4058539.173329372,15317117.0,1000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,12649357,0,432175438.9532964,0.0,1241560.0,1453528.0,1428525.6834954727,64165.11939053008,6006667.815523532,0,1,0,0,0,0,0,0,0.0,1518182.33131065,1425698.419813611,0.0,1
1590,10:36:13,32272193,236369,0,103634368.0,0.0,1336888.0,1161856.0,1312053.5986037673,56354.963752117255,0.0,0.0,0.0,0.0,,,876494.3643831484,2027730.702886126,9868117.0,1205.0,32272193.0,876494.3643831484,2027730.702886126,9868117.0,1205.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,3355632,0,311802145.39492786,0.0,1161856.0,1336888.0,1314545.32716219,54574.338806946565,5276433.737940038,0,0,0,0,0,0,0,0,0.0,1392793.0916022826,1312053.5986037673,0.0,1
1591,10:36:14,32412806,205203,0,89859304.0,0.0,1273584.0,1075368.0,1245102.2200872072,64876.63396192005,0.0,0.0,0.0,0.0,,,1533172.7278659362,3341948.223073813,13655099.0,968.0,32412806.0,1533172.7278659362,3341948.223073813,13655099.0,968.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1151221,0,347499988.7292158,0.0,1075368.0,1273584.0,1248144.784078238,62784.847663530025,6155163.070157265,0,0,0,0,0,2,2,0,0.0,1315716.4982223497,1245102.2200872072,0.0,1
1592,10:36:15,25931883,208229,4,91298680.0,82.0,1369360.0,1219240.0,1348451.4529283291,48161.083296660516,41.0,0.0,20.5,23.67136103677465,,,1007818.6672874443,2018594.5211059987,8385077.0,993.0,25931883.0,1045161.2450652221,2045468.8190171574,8388507.0,993.0,148958.0,49652.66666666667,85998.34333481856,148955.0,0.0,0,0,0,0,3551889,144,398732584.44780046,9.521451830975188,1219240.0,1369401.0,1350662.8283684764,46682.654030542835,4422234.584034122,0,0,0,0,1,3,2,0,0.0,1427778.254924576,1348451.4529283291,20.5,1
1593,10:36:16,24550055,219385,2,96138568.0,0.0,1363320.0,1179144.0,1341625.2710306386,53580.37141115159,0.0,0.0,0.0,0.0,,,770549.7730685563,1710246.0037823156,7253293.0,880.0,24549944.0,770514.7730685563,1710183.641935005,7253186.0,882.0,1.0,1.0,0.0,1.0,1.0,0,0,0,0,3086044,0,387830496.3386106,17543.859649122805,1179144.0,1363320.0,1343785.1935441224,52028.35234213714,4565800.278742359,0,0,0,0,0,0,0,0,1.0,1412854.9255828925,1341625.2710306386,0.0,1
1594,10:36:17,22399514,209854,6,91878800.0,0.0,1426240.0,1209880.0,1398498.0853956807,66084.67066670484,0.0,0.0,0.0,0.0,,,767437.3105056203,1755698.8763208427,7442697.0,1234.0,22399411.0,968489.8014147113,1964597.5524849938,7442777.0,1234.0,1843090.0,368618.0,680128.0199469803,1566226.0,1.0,0,0,0,0,3532709,0,415576773.924493,3.25526131610215,1209880.0,1426240.0,1401234.8807617219,64117.87977010584,5900803.412741201,0,0,0,0,0,0,0,0,1.0,1481991.7216932855,1398498.0853956807,0.0,1
1595,10:36:18,36341179,218753,0,95821048.0,0.0,1485824.0,1283216.0,1455172.8247473005,67019.21312912458,0.0,0.0,0.0,0.0,,,1059297.4127267653,2009092.7102573013,9459211.0,1166.0,36341179.0,1059297.4127267653,2009092.7102573013,9459211.0,1166.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,4374616,0,490712410.43593216,0.0,1283216.0,1485824.0,1458533.4518299985,64804.55741136916,6288407.4096031375,0,0,0,0,0,0,0,0,0.0,1549055.3001050872,1455172.8247473005,0.0,1
1596,10:36:19,76518100,216175,8,94761088.0,3904.0,1347504.0,1183736.0,1324826.5051603368,51802.76415160925,976.0,0.0,488.00000000000006,521.6939442130524,,,3197538.74951222,4753319.38749094,17845714.0,1249.0,76474215.0,3325749.8110506814,4906711.573463269,18091724.0,1250.0,1112980.0,158997.14285714284,278494.61295653373,664778.0,0.0,1,0,0,0,3392632,256,436752713.47860765,7.187599952561841,1183736.0,1347648.0,1327018.6763745225,50254.97395271785,4684470.405844272,0,0,1,0,0,1,0,0,1.0,1412042.0373208493,1324826.5051603368,488.0,1
1597,10:36:20,61881813,220072,6,96380912.0,0.0,1309384.0,1098136.0,1285005.0909153714,62659.11152601503,0.0,0.0,0.0,0.0,,,2740030.9329387173,3993705.6129268347,14435430.0,1031.0,61881707.0,2843771.8783932626,4063612.7608160283,14435481.0,1032.0,951101.0,190220.2,264333.441873517,539284.0,1.0,0,0,0,0,-379377719325,0,393773363.67099106,6.308133391788702,1098136.0,1309384.0,1287100.9729745758,60892.16614737645,5447060.260692014,0,0,0,0,0,0,0,0,1.0,1364138.1871813308,1285005.0909153714,0.0,1
