,Date_Second, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size,Label
10,12:37:07,211025502.0,9082.0,0.0,3296090.0,0.0,997166.0,924859.0,957776.2333333333,38790.451176607894,0.0,0.0,0.0,0.0,,,49083502.72268808,78058088.86909968,138512496.0,5297.0,211025502.0,49083502.72268808,78058088.86909968,138512496.0,5297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54195360549.0,0.0,2138660585.9536445,0.0,924859.0,997166.0,951985.5887587823,36998.58844818905,1108320.931381733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303476.0833333333,957776.2333333333,0.0,1
11,12:37:08,147041111.0,6390.0,0.0,2326546.0,0.0,710201.0,658712.0,682128.8333333334,27620.221055463197,0.0,0.0,0.0,0.0,,,34508598.27017544,54802718.75410104,97263328.0,3369.0,147041111.0,34508598.27017544,54802718.75410104,97263328.0,3369.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-324127136070.0,0.0,1409333003.7068148,0.0,658712.0,710201.0,678008.0,26344.17232218054,797945.8333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,929402.25,682128.8333333334,0.0,1
12,12:37:09,123004535.0,5136.0,3.0,1865202.0,0.0,552300.0,511883.0,530205.3,21504.672853864497,0.0,0.0,0.0,0.0,,,27115823.20877193,42683321.34803308,75923670.0,2837.0,123004255.0,27115593.70877193,42683252.7586753,75923392.0,2656.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,581443.0,96.0,1116837370.892341,25388.572376790755,511883.0,552300.0,527044.8285714285,20530.787977031596,621794.5285714285,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,721441.7,530205.3,0.0,1
13,12:37:10,134091668.0,5161.0,36.0,1858674.0,4378.0,546481.0,504456.0,523259.28745519713,22229.688604506704,976.0,0.0,121.61111111111109,285.69256980965474,,,28418753.23955343,45134509.24241582,81819431.0,2361.0,134091668.0,28606559.7122807,45422981.330605626,82133308.0,2361.0,10062533.0,287500.9428571428,613417.191305105,2412483.0,1.0,0.0,0.0,0.0,0.0,16032.0,1184.0,1047868249.4904141,3.4852124372516537,504456.0,546809.0,520024.76037151704,21292.123143917608,682608.4526262978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,708108.4491708126,523259.28745519713,121.61111111111111,1
14,12:37:11,107328844.0,4368.0,0.0,1587246.0,0.0,460823.0,426623.0,442157.13333333336,18144.20578191537,0.0,0.0,0.0,0.0,,,22873265.10877193,35883886.59298279,63952207.0,1877.0,107328844.0,22873265.10877193,35883886.59298279,63952207.0,1877.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21254328040.0,0.0,908731824.9877298,0.0,426623.0,460823.0,439499.68571428576,17331.300575472767,525340.6476190476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600691.0333333333,442157.13333333336,0.0,1
15,12:37:12,207950490.0,3646.0,0.0,1338286.0,0.0,378236.0,350118.0,362818.8333333333,14831.53673890631,0.0,0.0,0.0,0.0,,,27931849.358704455,41140346.21464859,88669244.0,1479.0,207950490.0,27931849.358704455,41140346.21464859,88669244.0,1479.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-353885255725.0,0.0,663849563.5217844,0.0,350118.0,378236.0,360673.3142857143,14174.728266438577,427202.8238095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491829.1785714286,362818.8333333333,0.0,1
16,12:37:13,95141479.0,4016.0,0.0,1449738.0,0.0,433063.0,400188.0,414830.8,17468.97221442044,0.0,0.0,0.0,0.0,,,22299764.0877193,35033645.269689135,62454386.0,2235.0,95141479.0,22299764.0877193,35033645.269689135,62454386.0,2235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83608.0,0.0,749904879.0957336,0.0,400188.0,433063.0,412293.77142857143,16666.394358592166,501158.48571428563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561766.2,414830.8,0.0,1
17,12:37:14,123125821.0,4222.0,14.0,1532124.0,0.0,485201.0,451079.0,466706.23333333334,18514.47403194511,0.0,0.0,0.0,0.0,,,25048111.014035087,41743726.75986361,82780970.0,2479.0,91714676.0,23409000.14035088,37709566.68800477,66704685.0,2479.0,31506831.0,2423602.384615385,4767668.209715058,16128029.0,1.0,0.0,0.0,0.0,0.0,46804.0,560.0,952695077.43269,0.4443474920535593,451079.0,485201.0,463884.9428571429,17636.63685747442,524006.02380952373,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,636947.85,466706.23333333334,0.0,1
18,12:37:15,60358655.0,2689.0,24.0,975136.0,2834.0,313021.0,292150.0,301324.00476190477,11022.61410144176,976.0,0.0,118.08333333333331,275.46970427075,,,13815795.163317384,21972206.171651397,40690247.0,1769.0,60358655.0,13909447.30877193,22163234.452245913,40875359.0,1769.0,3292680.0,143160.0,445720.41955967713,2157124.0,1.0,0.0,0.0,0.0,0.0,39076.0,784.0,473476494.221008,6.9891132911967455,292150.0,313557.0,299756.3801242236,10606.560249088212,361567.96252587985,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,414733.56666666665,301324.00476190477,118.08333333333331,1
19,12:37:16,50330261.0,2328.0,0.0,879818.0,0.0,285357.0,266135.0,274980.1666666667,10461.226025739099,0.0,0.0,0.0,0.0,169867607650.4079,394754361.64046055,12918959.042105263,20861911.116250932,36871358.0,1413.0,50330261.0,12918959.042105263,20861911.116250932,36871358.0,1413.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81426.0,0.0,394754361.64046055,0.0,266135.0,285357.0,273374.8285714286,9963.398108748579,300816.73809523805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377507.4166666667,274980.1666666667,0.0,1
20,12:37:17,62970711.0,1578.0,13.0,589658.0,4290.0,190959.0,178306.0,183883.56666666668,6734.437789573801,1073.0,0.0,476.66666666666674,565.2572423242358,95388273833.0464,221910759.0046612,12440123.365317138,23801610.495321363,51819201.0,1187.0,57965835.0,14186858.04562017,24990279.479072265,47238973.0,1187.0,5441148.0,680147.875,1753777.9805011512,5004995.0,7.0,0.0,0.0,0.0,0.0,129952.0,464.0,221910757.01372975,1.990931419658566,178306.0,191530.0,183050.7441875198,6618.681564162866,365823.09335867385,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,253657.08809523808,183883.56666666668,476.66666666666674,1
21,12:37:18,38638297.0,1668.0,3.0,605346.0,0.0,184250.0,170108.0,176487.06666666668,7593.577716835235,0.0,0.0,0.0,0.0,,,9522127.405263158,15132486.165822221,26853220.0,1344.0,38637949.0,9521841.905263158,15132402.02011526,26852875.0,1118.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,41896.0,96.0,180020917.32329118,20484.304932735424,170108.0,184250.0,175356.74285714288,7238.861667416724,218496.19047619044,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,238926.93333333332,176487.06666666668,0.0,1
22,12:37:19,23851111.0,1092.0,5.0,397782.0,0.0,125067.0,117602.0,121148.3,4066.694408428152,0.0,0.0,0.0,0.0,,,5313758.551282051,8631499.754818458,15167486.0,778.0,23718667.0,5247681.717948718,8538069.684355656,15035172.0,773.0,748.0,375.0,523.2590180780452,745.0,5.0,0.0,0.0,0.0,0.0,24640.0,160.0,155506012.3546412,3459.5175642237527,117602.0,125067.0,120512.07665505227,3877.791077260549,112553.8613240418,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,167575.95,121148.3,0.0,1
23,12:37:20,8349394.0,368.0,5.0,134812.0,0.0,42507.0,39559.0,40901.76666666667,1589.8032795513295,0.0,0.0,0.0,0.0,19008296308.59013,47672829.42398139,2123880.2596491226,3367167.866094243,5898377.0,259.0,8072127.0,1985399.2596491228,3171319.183848569,5621215.0,253.0,819.0,411.0,572.7564927611035,816.0,6.0,0.0,0.0,0.0,0.0,5760.0,160.0,47669543.49830997,3285.925671417399,39559.0,42507.0,40662.31428571429,1515.3251814311307,45621.480952380945,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,55956.15,40901.76666666667,0.0,1
24,12:37:21,121613632.0,388.0,0.0,150716.0,0.0,41689.0,38841.0,40101.53333333333,1491.1123842571512,0.0,0.0,0.0,0.0,17925901531.796173,46834948.16947123,14428440.640935672,20016632.513665613,50361664.0,256.0,121613632.0,14428440.640935672,20016632.513665613,50361664.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12632.0,0.0,46834948.16947122,0.0,38841.0,41689.0,39890.65714285715,1425.175621782988,42797.238095238084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54330.8,40101.53333333333,0.0,1
25,12:37:22,15133384.0,686.0,3.0,247006.0,0.0,77381.0,71908.0,74357.6,2936.3933133239157,0.0,0.0,0.0,0.0,32780526762.011547,85244933.94345297,3842994.854385965,6119508.056656298,10866728.0,653.0,15133114.0,3842775.354385965,6119440.881512086,10866461.0,481.0,3.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,22338.0,96.0,85219214.80349164,25719.139961333418,71908.0,77381.0,73923.3142857143,2798.381983260148,82211.4,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,101225.65,74357.6,0.0,1
26,12:37:23,11183029.0,558.0,0.0,204492.0,0.0,67897.0,63858.0,65674.26666666666,2167.846345314485,0.0,0.0,0.0,0.0,33291209182.49367,85335821.97467908,2793428.9789473685,4446643.5411911765,7894564.0,419.0,11183029.0,2793428.9789473685,4446643.5411911765,7894564.0,419.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108282.0,0.0,85335821.97467907,0.0,63858.0,67897.0,65352.45714285714,2066.343078007389,60714.5238095238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90959.31666666667,65674.26666666666,0.0,1
27,12:37:24,7151044.0,308.0,0.0,112048.0,0.0,33844.0,31368.0,32537.533333333333,1346.0709043686788,0.0,0.0,0.0,0.0,14105516919.906425,37001453.219743304,1597294.2385964913,2573065.8261647676,4544336.0,217.0,7151044.0,1597294.2385964913,2573065.8261647676,4544336.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11235.0,0.0,37001453.2197433,0.0,31368.0,33844.0,32328.34285714286,1283.8957311075505,39982.86666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44441.3,32537.533333333333,0.0,1
28,12:37:25,2617376.0,116.0,0.0,42108.0,0.0,12935.0,12206.0,12553.6,391.8664284985549,0.0,0.0,0.0,0.0,6378167712.324618,16667145.6519096,538401.796491228,867963.7332104037,1529317.0,83.0,2617376.0,538401.796491228,867963.7332104037,1529317.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16667145.651909597,0.0,12206.0,12935.0,12493.428571428572,374.5389716876822,10562.314285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17399.4,12553.6,0.0,1
29,12:37:26,3907257.0,116.0,0.0,43320.0,0.0,9331.0,8471.0,8840.2,419.03511680069124,0.0,0.0,0.0,0.0,3618469960.0130243,7333720.545867904,546291.2877192983,769364.1476350602,1408417.0,52.0,3907257.0,546291.2877192983,769364.1476350602,1408417.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2340.0,0.0,7333720.545867903,0.0,8471.0,9331.0,8789.685714285715,404.0845738640709,12797.657142857139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11705.3,8840.2,0.0,1
30,12:37:27,5452769.0,306.0,0.0,109970.0,0.0,38353.0,36406.0,37277.166666666664,1045.5736442638758,0.0,0.0,0.0,0.0,20601787079.204857,55001300.61837181,1447168.0666666667,2304894.7550864033,4090587.0,246.0,5452769.0,1447168.0666666667,2304894.7550864033,4090587.0,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47190.0,0.0,55001300.61837181,0.0,36406.0,38353.0,37121.31428571429,996.4045931021415,27577.64285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52042.583333333336,37277.166666666664,0.0,1
31,12:37:28,10977109.0,504.0,0.0,182190.0,0.0,57423.0,53428.0,55246.6,2160.838732345738,0.0,0.0,0.0,0.0,23214397512.26673,60335887.69527331,2808755.701754386,4518527.473921592,7987401.0,368.0,10977109.0,2808755.701754386,4518527.473921592,7987401.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177128.0,0.0,60335887.6952733,0.0,53428.0,57423.0,54920.0,2058.6691637603294,59993.48571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75318.65,55246.6,0.0,1
32,12:37:29,1074360.0,124.0,6.0,46398.0,0.0,19918.0,19460.0,19671.0,251.46490380816698,0.0,0.0,0.0,0.0,13382432908.375032,33091213.36558281,300454.73333333334,488191.23185529915,859096.0,382.0,1073902.0,300101.73333333334,488051.2247126242,858644.0,128.0,6.0,6.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,26104.0,192.0,33036097.155627888,55116.209954919635,19460.0,19918.0,19631.885714285716,239.22007792189657,7350.085714285713,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,6.0,28691.916666666668,19671.0,0.0,1
33,12:37:30,436912.0,24.0,0.0,8586.0,0.0,2990.0,2820.0,2896.0,91.66878602189558,0.0,0.0,0.0,0.0,1591035361.3886175,4333434.154535028,116448.0,185774.39371532676,327946.0,20.0,436912.0,116448.0,185774.39371532676,327946.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,912.0,0.0,4333434.154535027,0.0,2820.0,2990.0,2882.342857142857,87.2944080681435,2630.742857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4035.666666666667,2896.0,0.0,1
34,12:37:31,436799.0,28.0,0.0,14386.0,0.0,5890.0,5720.0,5796.0,91.66878602189558,0.0,0.0,0.0,0.0,3463702036.17502,5333434.178031658,116425.66666666667,185729.3806539267,327881.0,26.0,436799.0,116425.66666666667,185729.3806539267,327881.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0,0.0,5333434.178031657,0.0,5720.0,5890.0,5782.342857142858,87.2944080681435,2630.742857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8385.666666666666,5796.0,0.0,1
35,12:37:32,2251380.0,102.0,0.0,36874.0,0.0,11556.0,10667.0,11066.5,480.86059060787335,0.0,0.0,0.0,0.0,4141527470.972312,10667217.822885282,607157.4666666667,973646.2746350046,1725439.0,74.0,2251380.0,607157.4666666667,973646.2746350046,1725439.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,10667217.82288528,0.0,10667.0,11556.0,10994.314285714287,457.83322008341895,13610.014285714284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14958.5,11066.5,0.0,1
36,12:37:33,17459690.0,69.0,11.0,20906.0,4290.0,5869.0,5057.0,5359.916666666667,397.2786861188468,1073.0,0.0,476.66666666666674,565.2572423242358,2644057808.743895,7000164.020478429,2255223.5,5780920.433706972,16229655.0,38.0,12454867.0,2911086.556060606,5759437.169074691,11613851.0,39.0,5410113.0,676265.0,1754315.17356619,5004993.0,3.0,0.0,0.0,0.0,0.0,2240.0,384.0,7000162.1695799595,1.8508984692868244,5057.0,6433.0,5460.167456073339,577.4340744632806,184617.4176343265,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7527.5952380952385,5359.916666666667,476.66666666666674,1
37,12:37:34,1190565.0,40.0,0.0,15000.0,0.0,3595.0,3459.0,3521.766666666667,57.024958954873156,0.0,0.0,0.0,0.0,2537351376.4201984,6333383.3626944125,92335.1052631579,111499.2427988514,211401.0,21.0,1190565.0,92335.1052631579,111499.2427988514,211401.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1280.0,0.0,6333383.3626944125,0.0,3459.0,3595.0,3516.714285714286,56.58732363488992,1612.6809523809507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4994.15,3521.766666666667,0.0,1
38,12:37:35,2044056.0,66.0,0.0,23880.0,0.0,5402.0,4938.0,5146.766666666666,233.4343277683888,0.0,0.0,0.0,0.0,1792757683.386874,4666922.626465014,320822.449122807,475911.81719000114,856144.0,37.0,2044056.0,320822.449122807,475911.81719000114,856144.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2112.0,0.0,4666922.626465014,0.0,4938.0,5402.0,5115.6,224.60346908111492,6492.566666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6811.566666666667,5146.766666666666,0.0,1
39,12:37:36,3419169.0,150.0,0.0,53876.0,0.0,16439.0,15269.0,15760.333333333334,606.3044184989645,0.0,0.0,0.0,0.0,6379571896.673786,16667348.944737166,827132.8666666667,1262545.1598277637,2265572.0,112.0,3419169.0,827132.8666666667,1262545.1598277637,2265572.0,112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4800.0,0.0,16667348.944737164,0.0,15269.0,16439.0,15678.428571428572,578.8915021760351,16662.190476190473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21386.666666666668,15760.333333333334,0.0,1
40,12:37:37,2156096.0,106.0,0.0,39432.0,0.0,12869.0,12202.0,12530.266666666666,363.59795189456435,0.0,0.0,0.0,0.0,6566971653.608734,16833719.087631103,414161.14385964914,668757.7891167912,1177481.0,86.0,2156096.0,414161.14385964914,668757.7891167912,1177481.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56324103979.0,0.0,16833719.087631103,0.0,12202.0,12869.0,12472.114285714286,347.4280016701331,11011.38095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17636.316666666666,12530.266666666666,0.0,1
41,12:37:38,1451695.0,42.0,3.0,14448.0,0.0,2701.0,2451.0,2568.1,121.79640929706494,0.0,0.0,0.0,0.0,1034040028.8969432,4175400.8431338854,177457.05263157896,256830.062944357,468928.0,250.0,1451461.0,177224.05263157896,256830.062944357,468695.0,17.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-6376312698.0,96.0,3171090.498306299,1004310.3448275862,2451.0,2701.0,2552.4857142857145,117.99829335044238,3573.471428571427,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3378.8166666666666,2568.1,0.0,1
43,12:37:40,2303953.0,76.0,0.0,65174.0,0.0,21731.0,21571.0,21653.2,60.255246550338725,0.0,0.0,0.0,0.0,8653660525.799837,6400162.378136572,216126.43859649124,307125.30179381615,559306.0,62.0,2303953.0,216126.43859649124,307125.30179381615,559306.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2432.0,0.0,6400162.378136572,0.0,21571.0,21731.0,21649.285714285714,61.407770564597776,1885.4571428571412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31045.8,21653.2,0.0,1
